model,hardware,tp,batch_size,prompt_plus_token_size,token_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,H100x8,8,2,68,0.029332,0.00041902,0.00032399,3.7462e-05,6.2387e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,72,0.029334,0.00041905,0.00032399,3.749e-05,6.2387e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,96,0.029349,0.00041927,0.00032399,3.7706e-05,6.2407e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,80,0.02934,0.00041914,0.00032399,3.7573e-05,6.2397e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,129,0.029367,0.00041953,0.00032399,3.796e-05,6.2447e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,128,0.029367,0.00041952,0.00032399,3.7955e-05,6.2447e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,192,0.029405,0.00042007,0.00032399,3.8496e-05,6.2488e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,160,0.029386,0.0004198,0.00032399,3.8225e-05,6.2467e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,257,0.029442,0.0004206,0.00032399,3.902e-05,6.2558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,256,0.029442,0.00042059,0.00032399,3.9014e-05,6.2558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,258,0.029442,0.0004206,0.00032399,3.9025e-05,6.2558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,260,0.029443,0.00042062,0.00032399,3.904e-05,6.2558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,272,0.029451,0.00042073,0.00032399,3.9149e-05,6.2568e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,264,0.029447,0.00042067,0.00032399,3.9094e-05,6.2558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,288,0.029461,0.00042087,0.00032399,3.9284e-05,6.2579e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,384,0.029516,0.00042166,0.00032399,4.0073e-05,6.2659e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,320,0.02948,0.00042114,0.00032399,3.9559e-05,6.2599e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,385,0.029517,0.00042167,0.00032399,4.0079e-05,6.2659e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,520,0.029595,0.00042279,0.00032399,4.1186e-05,6.277e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,516,0.029593,0.00042276,0.00032399,4.1157e-05,6.277e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,514,0.029592,0.00042275,0.00032399,4.1148e-05,6.277e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,528,0.029601,0.00042287,0.00032399,4.127e-05,6.277e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,513,0.029592,0.00042274,0.00032399,4.1143e-05,6.277e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,512,0.029591,0.00042273,0.00032399,4.1133e-05,6.276e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,448,0.029553,0.00042219,0.00032399,4.0592e-05,6.27e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,416,0.029535,0.00042193,0.00032399,4.0344e-05,6.268e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,400,0.029526,0.0004218,0.00032399,4.0211e-05,6.2669e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,392,0.02952,0.00042172,0.00032399,4.0128e-05,6.2659e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,388,0.029518,0.00042169,0.00032399,4.0098e-05,6.2659e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,386,0.029517,0.00042168,0.00032399,4.0088e-05,6.2659e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,896,0.029815,0.00042593,0.00032399,4.4289e-05,6.3225e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,832,0.029779,0.00042541,0.00032399,4.377e-05,6.3144e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,784,0.029749,0.00042499,0.00032399,4.3362e-05,6.3063e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,800,0.029759,0.00042513,0.00032399,4.3497e-05,6.3094e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,640,0.029665,0.00042378,0.00032399,4.2167e-05,6.2892e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,576,0.029628,0.00042326,0.00032399,4.1652e-05,6.2811e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,544,0.029609,0.00042298,0.00032399,4.1378e-05,6.2791e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,768,0.02974,0.00042486,0.00032399,4.3231e-05,6.3053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,769,0.02974,0.00042486,0.00032399,4.3235e-05,6.3053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,776,0.029745,0.00042493,0.00032399,4.3305e-05,6.3063e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,772,0.029742,0.00042488,0.00032399,4.3251e-05,6.3063e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,770,0.029741,0.00042487,0.00032399,4.324e-05,6.3063e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1408,0.030115,0.00043021,0.00032399,4.8502e-05,6.3892e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1536,0.03019,0.00043129,0.00032399,4.9564e-05,6.4053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1152,0.029966,0.00042809,0.00032399,4.6408e-05,6.3558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1280,0.03004,0.00042914,0.00032399,4.7442e-05,6.372e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1056,0.02991,0.00042728,0.00032399,4.5619e-05,6.3427e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1088,0.029927,0.00042754,0.00032399,4.5864e-05,6.3478e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1032,0.029895,0.00042707,0.00032399,4.5403e-05,6.3397e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1040,0.0299,0.00042714,0.00032399,4.5482e-05,6.3397e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1025,0.029891,0.00042702,0.00032399,4.5354e-05,6.3387e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1024,0.029891,0.00042701,0.00032399,4.5349e-05,6.3387e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1028,0.029893,0.00042704,0.00032399,4.5373e-05,6.3397e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1026,0.029891,0.00042702,0.00032399,4.5359e-05,6.3387e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2048,0.03049,0.00043557,0.00032399,5.3776e-05,6.472e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2049,0.03049,0.00043558,0.00032399,5.3782e-05,6.472e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1920,0.030415,0.0004345,0.00032399,5.2717e-05,6.4558e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1792,0.030341,0.00043344,0.00032399,5.1681e-05,6.4387e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1664,0.030266,0.00043237,0.00032399,5.0623e-05,6.4225e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1552,0.0302,0.00043143,0.00032399,4.9697e-05,6.4063e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1568,0.030209,0.00043156,0.00032399,4.983e-05,6.4094e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1600,0.030227,0.00043182,0.00032399,5.0079e-05,6.4134e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1544,0.030194,0.00043134,0.00032399,4.9614e-05,6.4063e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1537,0.030191,0.0004313,0.00032399,4.957e-05,6.4053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1540,0.030192,0.00043131,0.00032399,4.9585e-05,6.4053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,1538,0.030191,0.0004313,0.00032399,4.9575e-05,6.4053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2052,0.030492,0.0004356,0.00032399,5.3801e-05,6.472e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2050,0.030491,0.00043559,0.00032399,5.3791e-05,6.472e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2056,0.030496,0.00043565,0.00032399,5.3855e-05,6.473e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2064,0.0305,0.00043571,0.00032399,5.3913e-05,6.473e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3072,0.030972,0.00044245,0.00032399,6.0412e-05,6.7185e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2432,0.030942,0.00044203,0.00032399,6.0151e-05,6.5589e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2560,0.030916,0.00044166,0.00032399,5.9746e-05,6.5912e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2816,0.030939,0.00044199,0.00032399,6.0014e-05,6.6548e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2080,0.030509,0.00043584,0.00032399,5.4045e-05,6.476e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2304,0.030642,0.00043775,0.00032399,5.5895e-05,6.5275e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2176,0.030566,0.00043665,0.00032399,5.4835e-05,6.4962e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,2112,0.030529,0.00043612,0.00032399,5.432e-05,6.4801e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3328,0.030933,0.0004419,0.00032399,5.9799e-05,6.7831e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3584,0.030985,0.00044264,0.00032399,6.0468e-05,6.8467e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3456,0.030962,0.00044232,0.00032399,6.0183e-05,6.8144e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3840,0.031601,0.00045145,0.00032399,6.9214e-05,6.9104e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3076,0.030972,0.00044246,0.00032399,6.0418e-05,6.7195e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3074,0.030972,0.00044246,0.00032399,6.0417e-05,6.7195e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3080,0.030973,0.00044247,0.00032399,6.0429e-05,6.7195e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3073,0.030972,0.00044245,0.00032399,6.0413e-05,6.7185e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3088,0.030975,0.00044249,0.00032399,6.0449e-05,6.7215e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3136,0.030918,0.00044169,0.00032399,5.9635e-05,6.7346e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3104,0.030913,0.00044162,0.00032399,5.9567e-05,6.7265e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,3200,0.030928,0.00044183,0.00032399,5.976e-05,6.7498e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4608,0.031586,0.00045123,0.00032399,6.8944e-05,6.9649e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4224,0.031563,0.0004509,0.00032399,6.8667e-05,6.9053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4352,0.031577,0.0004511,0.00032399,6.8857e-05,6.9235e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4480,0.031592,0.00045132,0.00032399,6.905e-05,6.9447e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4104,0.031633,0.0004519,0.00032399,6.9682e-05,6.8952e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4112,0.031634,0.00045192,0.00032399,6.9699e-05,6.8962e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4160,0.031556,0.00045079,0.00032399,6.8571e-05,6.8993e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4128,0.031636,0.00045195,0.00032399,6.9728e-05,6.8972e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4097,0.031632,0.00045189,0.00032399,6.9673e-05,6.8952e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4098,0.031632,0.00045189,0.00032399,6.9671e-05,6.8952e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4096,0.031638,0.00045197,0.00032399,6.9671e-05,6.974e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4100,0.031633,0.00045189,0.00032399,6.9677e-05,6.8952e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,7168,0.032275,0.00046107,0.00032399,7.8372e-05,7.37e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,3,2,0.029327,0.00041896,0.00032417,3.6857e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,3,0.02933,0.000419,0.00032417,3.6897e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,2,8192,0.032959,0.00047084,0.00032399,8.7989e-05,7.5306e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,3,4,0.02933,0.000419,0.00032417,3.6905e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,5,0.029331,0.00041901,0.00032417,3.6913e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,6,0.029334,0.00041905,0.00032417,3.6951e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,8,0.029335,0.00041907,0.00032417,3.6968e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,2,6144,0.032334,0.00046191,0.00032399,7.9384e-05,7.2073e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,5632,0.032275,0.00046107,0.00032399,7.8619e-05,7.1265e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,4864,0.031615,0.00045165,0.00032399,6.9317e-05,7.0053e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,2,5120,0.03162,0.00045172,0.00032399,6.9352e-05,7.0457e-06,1.412e-05,5.9719e-06,3.1142e-05,1.0263e-07
Bloom-176B,H100x8,8,3,32,0.029362,0.00041946,0.00032417,3.7355e-05,6.2377e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,34,0.029363,0.00041948,0.00032417,3.7375e-05,6.2377e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,36,0.029364,0.00041949,0.00032417,3.7391e-05,6.2377e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,33,0.029363,0.00041947,0.00032417,3.7364e-05,6.2377e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,17,0.029344,0.0004192,0.00032417,3.7103e-05,6.2356e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,20,0.029347,0.00041925,0.00032417,3.7145e-05,6.2366e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,18,0.029346,0.00041923,0.00032417,3.7129e-05,6.2356e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,24,0.029352,0.00041931,0.00032417,3.7214e-05,6.2366e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,10,0.029336,0.00041908,0.00032417,3.6982e-05,6.2356e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,16,0.029344,0.00041919,0.00032417,3.7095e-05,6.2356e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,12,0.02934,0.00041914,0.00032417,3.704e-05,6.2356e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,9,0.029335,0.00041907,0.00032417,3.6974e-05,6.2346e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,40,0.029369,0.00041956,0.00032417,3.7461e-05,6.2387e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,65,0.029391,0.00041988,0.00032417,3.7773e-05,6.2407e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,48,0.029375,0.00041965,0.00032417,3.7544e-05,6.2387e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,64,0.029391,0.00041987,0.00032417,3.7764e-05,6.2407e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,96,0.029418,0.00042025,0.00032417,3.8143e-05,6.2437e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,129,0.029447,0.00042068,0.00032417,3.8564e-05,6.2488e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,130,0.029448,0.00042068,0.00032417,3.8572e-05,6.2488e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,128,0.029447,0.00042067,0.00032417,3.8557e-05,6.2488e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,80,0.029404,0.00042006,0.00032417,3.7954e-05,6.2427e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,68,0.029393,0.00041991,0.00032417,3.78e-05,6.2407e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,72,0.029397,0.00041995,0.00032417,3.7846e-05,6.2417e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,66,0.029392,0.00041989,0.00032417,3.7785e-05,6.2407e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,256,0.029558,0.00042226,0.00032417,4.0131e-05,6.2639e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,192,0.029502,0.00042146,0.00032417,3.9343e-05,6.2558e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,257,0.029559,0.00042227,0.00032417,4.0143e-05,6.2639e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,258,0.02956,0.00042228,0.00032417,4.0151e-05,6.2639e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,260,0.029561,0.0004223,0.00032417,4.017e-05,6.2639e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,264,0.029566,0.00042237,0.00032417,4.0238e-05,6.2649e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,288,0.029585,0.00042264,0.00032417,4.051e-05,6.2669e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,272,0.029572,0.00042245,0.00032417,4.0321e-05,6.2659e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,144,0.02946,0.00042086,0.00032417,3.8745e-05,6.2508e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,132,0.029449,0.0004207,0.00032417,3.8591e-05,6.2498e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,136,0.029452,0.00042075,0.00032417,3.8634e-05,6.2498e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,160,0.029473,0.00042105,0.00032417,3.8934e-05,6.2518e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,514,0.029782,0.00042546,0.00032417,4.3305e-05,6.2942e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,448,0.029725,0.00042465,0.00032417,4.2498e-05,6.2851e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,513,0.029782,0.00042546,0.00032417,4.3297e-05,6.2942e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,512,0.029781,0.00042545,0.00032417,4.329e-05,6.2932e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,320,0.029614,0.00042306,0.00032417,4.0923e-05,6.27e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,384,0.02967,0.00042385,0.00032417,4.171e-05,6.2791e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,385,0.02967,0.00042386,0.00032417,4.1718e-05,6.2791e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,386,0.029671,0.00042387,0.00032417,4.173e-05,6.2791e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,388,0.029672,0.00042389,0.00032417,4.1745e-05,6.2791e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,392,0.029677,0.00042396,0.00032417,4.1817e-05,6.2791e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,416,0.029698,0.00042426,0.00032417,4.2113e-05,6.2821e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,400,0.029683,0.00042404,0.00032417,4.1899e-05,6.2801e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,640,0.029893,0.00042704,0.00032417,4.4865e-05,6.3104e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,768,0.030007,0.00042866,0.00032417,4.6469e-05,6.3316e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,576,0.029837,0.00042624,0.00032417,4.4077e-05,6.3003e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
Bloom-176B,H100x8,8,3,769,0.030007,0.00042867,0.00032417,4.6477e-05,6.3316e-06,1.4189e-05,5.9931e-06,3.1363e-05,1.5395e-07
